,id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership,black,female,adm,boston,college,zyearsexp,zofjobs,sumq,zsumq,sumq_med,half,qall,qallxb,qblack,qblackxb,qwhite,qwhitexb,qall_med,qallxb_med,qblack_med,qblackxb_med,qwhite_med,qwhitexb_med
4275,b,7,4,4,4,0,0,0,1,27,1,0,0,1,1,Allison,f,w,0.0,1.0,0.0,c,a,1222.0,,,,,,,1.0,3,,1.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,0,1,1,0,0,-0.7617862567099783,0.2777429361629978,2.2382137432900215,-0.550856084399565,0,1,0.10382416087751722,0.10382416087751722,0.09639998124870913,0.08979545519750798,0.11433755950702146,0.0658850677378758,1,1,1,1,1,0
302,b,10,4,4,5,0,1,0,0,13,1,1,1,1,0,Keisha,f,b,1.0,0.0,0.0,c,a,471.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1.0,2,,1.0,5.9,57.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,1,0,0,-0.5635549411781806,0.2777429361629978,3.4364450588218194,0.13718492712926117,0,1,0.04808451854896844,0.04808451854896844,0.03982204701367049,0.057553227347286656,0.05412183103128493,0.04114920430555665,0,0,0,1,0,0
3902,59,59,4,5,8,0,0,0,0,267,4,1,0,1,0,Anne,f,w,0.0,1.0,0.0,b,s,268.0,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,0.031139005417212574,1.0980025475115718,2.0311390054172125,-0.6697612659461185,0,1,0.0411691059339588,0.0411691059339588,0.037684229413702953,0.03283302486892337,0.04294860246306438,0.0524742220950428,0,0,0,0,0,0
4296,b,7,4,4,10,0,0,0,1,34,1,1,1,1,0,Meredith,f,w,1.0,0.0,1.0,c,a,1227.0,0.0027956835,0.9521402,10.453601,0.23644528,0.124980085,9.621058,1.0,,,1.0,,,,,0.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,0.42760163648080807,0.2777429361629978,4.427601636480809,0.7063207571115341,1,1,0.08605640053738761,0.08605640053738761,0.062281561670674626,0.054299421394667445,0.11037189409681797,0.07025638625019655,1,1,1,1,1,0
697,187,12,4,4,2,0,1,1,0,267,4,1,1,1,0,Anne,f,w,1.0,0.0,0.0,b,s,48.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,1,0.026432855435054546,0.026432855435054546,0.008156115091403406,0.016004617930368524,0.04802886800804562,0.06831762598053905,0,0,0,0,0,0
4080,b,6,3,2,8,0,0,0,1,13,1,0,0,0,1,Brendan,m,w,0.0,1.0,0.0,c,s,1187.0,0.078142256,0.88792247,10.57124,0.15390988,0.116467856,9.610659,0.0,2,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.031139005417212574,-1.3627762865341502,2.0311390054172125,-0.6697612659461185,0,1,0.14066821554495335,0.14066821554495335,0.10791252654318362,0.14095551724629624,0.1723025823282569,0.11265068032771836,1,1,1,1,1,1
3003,155,30,4,4,2,0,1,1,0,267,4,1,1,1,0,Kareem,m,b,1.0,0.0,0.0,b,s,31.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1.0,some,,0.0,,110.0,,110.0,0.0,0.014390214,0.9712196,10.760431,0.07890634,0.26184195,9.810604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,1,0.026432855435054546,0.026432855435054546,0.008156115091403406,0.009141818838645342,0.04802886800804562,0.04794996828903959,0,0,0,0,0,0
4074,b,6,4,4,14,0,0,0,1,34,1,1,1,1,0,Kristen,f,w,1.0,0.0,0.0,c,a,1184.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1.0,3,,0.0,,60657.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nonprofit,0,1,1,0,0,1.220526898607999,0.2777429361629978,5.220526898607999,1.161629421097352,1,1,0.09738569913847467,0.09738569913847467,0.07425431584041897,0.11786664901123062,0.12033694149945046,0.0971019240656521,1,1,1,1,1,1
4043,b,6,2,2,5,0,0,0,0,189,1,0,0,1,0,Laurie,f,w,0.0,1.0,0.0,c,a,1175.0,0.39759466,0.1801956,9.876219,0.31287277,0.030846862,8.728264,0.0,some,,0.0,,,,,,0.00799225,0.9673044,11.415599,0.029062727,0.45362073,10.545894,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,1,0,0,-0.5635549411781806,-1.3627762865341502,0.4364450588218194,-1.5854566094678535,0,1,0.03279514191419651,0.03279514191419651,0.03216916123076903,0.027626365742631682,0.033641916464766664,0.01723565231140918,0,0,0,0,0,0
2287,198,23,4,4,8,0,0,0,0,34,1,1,0,0,0,Lakisha,f,b,0.0,1.0,0.0,b,s,58.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,,,0.0,10.1,75.0,,,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,1,0.05225250922000929,0.05225250922000929,0.03556389014856453,0.04038093135196548,0.06551866046317631,0.07778947105601795,0,0,0,0,0,0
1313,b,17,4,4,8,0,0,0,1,329,6,0,0,1,0,Emily,f,w,0.0,1.0,0.0,c,a,668.0,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,0,0,0.031139005417212574,0.2777429361629978,2.0311390054172125,-0.6697612659461185,0,1,0.045325993185486316,0.045325993185486316,0.04465255124720533,0.0412532213933035,0.047761074074437686,0.047242555363693706,0,0,0,0,0,0
2567,b,27,4,4,6,0,1,0,0,313,5,1,1,1,0,Laurie,f,w,1.0,0.0,0.0,c,a,911.0,0.95459735,0.042803545,10.276773,0.19744441,0.10937959,9.304468,1.0,,,0.0,,,,,0.0,0.0,1.0,,0.08450704,0.74647886,8.662505,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,1,1,0,0,-0.3653236256463829,0.2777429361629978,3.6346763743536172,0.25101209312571576,1,1,0.04983008420898629,0.04983008420898629,0.04181648459473813,0.03530246168457837,0.05554359200040988,0.040742785776083555,0,0,0,0,0,0
911,b,14,3,3,13,0,1,0,0,379,6,1,1,1,0,Ebony,f,b,1.0,0.0,0.0,c,a,589.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,0.0,some,,0.0,,,,,0.0,0.004030252,0.92648524,11.12976,0.049830828,0.39476565,10.518701,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,1,1,1,0,0,1.0222955830762013,-0.5425166751855762,5.022295583076201,1.0478022551008972,1,1,0.06350377551312666,0.06350377551312666,0.058138336913354516,0.09710929031357962,0.06633699080299263,0.06558864488951041,0,0,1,1,0,0
4451,b,8,4,4,7,0,1,0,1,195,1,0,1,1,0,Kristen,f,w,1.0,0.0,0.0,c,a,1255.0,0.3361651,0.63736963,10.431908,0.108847864,0.40657592,10.412141,1.0,1,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,0,0,-0.16709231011458517,0.2777429361629978,3.832907689885415,0.3648392591221703,1,1,0.05659902711093161,0.05659902711093161,0.05175458069781565,0.07821832430506484,0.06300519126847007,0.04394586935025043,0,0,0,1,0,0
3601,b,48,4,3,7,0,1,0,1,379,1,0,1,1,1,Tanisha,f,b,1.0,0.0,0.0,b,a,1082.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1.0,2,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1,1,1,0,-0.16709231011458517,-0.5425166751855762,4.832907689885415,0.9390531046545418,1,1,0.13935604536271362,0.13935604536271362,0.12708893441557684,0.1302041154508662,0.15491122545350106,0.15796056150244336,1,1,1,1,1,1
1639,b,19,4,2,4,0,0,0,0,389,6,1,0,1,0,Tyrone,m,b,0.0,1.0,0.0,c,a,734.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1.0,some,,1.0,10.5,9.0,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nonprofit,1,0,1,0,0,-0.7617862567099783,-1.3627762865341502,1.2382137432900215,-1.1250699299319364,0,1,0.03544892460973429,0.03544892460973429,0.030790869446395475,0.022091832330960088,0.03847219144285138,0.03593218987382826,0,0,0,0,0,0
1795,b,2,4,2,4,0,0,0,1,13,1,0,0,1,1,Jill,f,w,0.0,1.0,0.0,c,s,772.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1.0,,,0.0,47.2,283.0,47.2,283.0,0.0,0.033252057,0.8678492,10.714218,0.070630476,0.2534498,9.832636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,1,0,0,0,-0.7617862567099783,-1.3627762865341502,2.2382137432900215,-0.550856084399565,0,1,0.10382416087751722,0.10382416087751722,0.09639998124870913,0.07844195698535882,0.11433755950702146,0.09132714810873349,1,1,1,1,1,1
2399,b,248,3,6,16,0,1,0,0,21,1,1,1,1,1,Tamika,f,b,1.0,0.0,0.0,b,a,885.0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1,1,1,1,0,1.6169895296715942,1.9182621588601458,6.616989529671594,1.963497598622632,1,1,0.16512633183191444,0.16512633183191444,0.15517887274211417,0.1397875534318313,0.1708598255461305,0.17170474100809913,1,1,1,1,1,1
802,b,13,4,4,9,0,1,0,0,34,1,1,1,1,0,Tamika,f,b,1.0,0.0,0.0,c,a,570.0,,,,,,,1.0,,,0.0,,,,,0.0,0.005166506,0.9632723,11.2891445,0.03375629,0.37653923,10.555344,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,1,1,1,0,0,0.2293703209490103,0.2777429361629978,4.229370320949011,0.5924935911150795,1,1,0.05537143251017875,0.05537143251017875,0.04828896818934481,0.036606155569308955,0.05998624862552576,0.032304554644965844,0,0,0,0,0,0
4613,b,85,3,5,13,0,0,0,0,27,1,1,0,1,1,Tamika,f,b,0.0,1.0,0.0,b,a,1291.0,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Private,1,1,1,1,0,1.0222955830762013,1.0980025475115718,4.022295583076201,0.4735884095685257,1,1,0.12498003957073972,0.12498003957073972,0.11968718308845416,0.11766116510611002,0.12736054471639746,0.1914075820824539,1,1,1,1,1,1
4537,b,8,4,2,5,0,1,0,1,448,4,1,1,0,0,Latonya,f,b,1.0,0.0,0.0,c,s,1283.0,0.45430297,0.27144918,9.895607,0.24814151,0.15117194,9.291091,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1,0,0,0,-0.5635549411781806,-1.3627762865341502,3.4364450588218194,0.13718492712926117,0,1,0.07321889206820999,0.07321889206820999,0.044871352969483795,0.03240859739566706,0.10127200856003127,0.06139959943978115,1,1,0,0,1,0
1047,a,14b,4,4,8,0,1,0,0,21,1,1,1,1,0,Hakim,m,b,1.0,0.0,0.0,b,s,304.0,0.0033358606,0.9816528,10.299677,0.19075057,0.32843062,10.003831,1.0,,somcol,1.0,,500.0,,500.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,0.031139005417212574,0.2777429361629978,4.031139005417213,0.4786664251186249,1,1,0.05347264859971466,0.05347264859971466,0.046047846242226624,0.03272366092332427,0.05847544039457525,0.06364736815690349,0,0,0,0,0,0
601,a,11b,4,4,23,1,1,0,1,389,6,1,1,1,0,Brett,m,w,1.0,0.0,0.0,b,s,301.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,,,0.0,27.8,370.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Public,0,0,0,1,0,3.0046087383941784,0.2777429361629978,9.004608738394179,3.3345016061301855,1,1,0.14271072899360154,0.14271072899360154,0.11929287131007044,0.1279471588059466,0.15023143817611484,0.19897361990539902,1,1,1,1,1,1
869,b,134,4,5,9,0,1,0,1,386,6,0,1,1,1,Ebony,f,b,1.0,0.0,0.0,b,a,579.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,,,0.0,,,,,0.0,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,1,1,1,1,0,0.2293703209490103,1.0980025475115718,5.229370320949011,1.166707436647451,1,1,0.14713734939679485,0.14713734939679485,0.13681956843217796,0.14082962751612266,0.16109430912803402,0.20409707779247216,1,1,1,1,1,1
1266,364,16,4,3,7,0,0,0,1,274,4,0,0,0,0,Latoya,f,b,0.0,1.0,0.0,b,s,199.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1.0,,,0.0,,,,,,0.012144871,0.9371503,10.930049,0.087009326,0.2865322,9.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.03713137844340361,0.07046341573920768,0.11798473391119624,0,0,0,0,0,1
1157,268,15,4,4,6,0,0,0,0,285,4,1,0,1,0,Tremayne,m,b,0.0,1.0,0.0,b,s,112.0,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.05206797845943236,0.04066042320108677,0.062413489214151685,0,0,0,0,0,0
4839,a,93b,4,4,2,0,1,1,0,267,4,1,1,1,0,Brett,m,w,1.0,0.0,0.0,b,s,378.0,0.0,0.9627329,11.11929,0.0,0.78012425,11.039749,1.0,,,1.0,17.5,250.0,17.5,250.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,0,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,1,0.026432855435054546,0.026432855435054546,0.008156115091403406,0.007478108180711155,0.04802886800804562,0.06804207575477347,0,0,0,0,0,0
2866,b,3,4,4,11,0,0,0,1,27,1,0,0,1,1,Jill,f,w,0.0,1.0,0.0,c,a,973.0,0.38209194,0.47556007,9.82466,0.18286297,0.24599941,9.534884,1.0,8,,1.0,,952.0,,952.0,1.0,0.19094753,0.770569,10.566845,0.057860162,0.41212994,10.04055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,0,1,1,0,0,0.6258329520126058,0.2777429361629978,3.6258329520126056,0.24593407757561656,1,1,0.12723394221379292,0.12723394221379292,0.1265294551967499,0.12212385212115084,0.13261951771437025,0.07351309799680479,1,1,1,1,1,0
279,b,10,4,4,6,0,0,0,0,34,1,0,0,1,0,Tamika,f,b,0.0,1.0,0.0,c,a,463.0,0.6911068,0.15632284,10.099629,0.22815758,0.050933633,8.959954,1.0,3,,1.0,,,,,,0.05935022,0.87452036,10.591647,0.13161933,0.17293425,9.754813,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,1,0,0,-0.3653236256463829,0.2777429361629978,0.6346763743536171,-1.471629443471399,0,1,0.034076034627820675,0.034076034627820675,0.03384550902441553,0.029277823825207404,0.03461152573974397,0.017586280919706918,0,0,0,0,0,0
1653,b,19,4,4,4,0,0,0,1,313,5,1,0,1,0,Tamika,f,b,0.0,1.0,0.0,c,a,738.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,1.0,2,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,1,1,0,0,-0.7617862567099783,0.2777429361629978,2.2382137432900215,-0.550856084399565,0,1,0.04376934508182966,0.04376934508182966,0.0369807277954742,0.037270885051831674,0.050054897037076024,0.03244818231977713,0,0,0,0,0,0
4600,a,82b,4,2,10,0,1,0,1,7,1,0,1,1,0,Jermaine,m,b,1.0,0.0,0.0,b,s,369.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1.0,some,,1.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,0.42760163648080807,-1.3627762865341502,4.427601636480809,0.7063207571115341,1,1,0.06271919950237963,0.06271919950237963,0.05940779065056196,0.10032846087675351,0.06790344071658794,0.07917593382882243,0,0,1,1,0,0
608,b,12,4,3,11,1,0,0,1,323,6,1,1,1,0,Carrie,f,w,1.0,0.0,0.0,c,a,527.0,0.0021749989,0.78926677,10.247857,0.29945704,0.071178846,9.366147,1.0,,,0.0,,,,,,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,0,0,0.6258329520126058,-0.5425166751855762,5.625832952012606,1.3943617686403598,1,1,0.12298729287595411,0.12298729287595411,0.07618560233495891,0.06666188288819797,0.15961562731260254,0.0903532388825315,1,1,1,1,1,1
1190,b,16,3,3,11,0,0,0,0,313,5,1,1,1,0,Aisha,f,b,1.0,0.0,0.0,c,a,644.0,0.98949564,0.0048631253,9.4743185,0.25740963,0.04815378,8.6976795,0.0,5,,0.0,5.3,75.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Private,1,1,1,0,0,0.6258329520126058,-0.5425166751855762,3.6258329520126056,0.24593407757561656,1,1,0.07411137892333881,0.07411137892333881,0.05529210550915189,0.08687996909932894,0.09075561362689782,0.06623461265093464,1,1,1,1,1,0
3850,121,51,4,2,10,0,1,0,1,7,1,0,1,1,0,Allison,f,w,1.0,0.0,0.0,b,s,16.0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,1.0,,,1.0,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Public,0,1,0,1,0,0.42760163648080807,-1.3627762865341502,4.427601636480809,0.7063207571115341,1,1,0.06271919950237963,0.06271919950237963,0.05940779065056196,0.0526585481814567,0.06790344071658794,0.09030141837344785,0,0,1,0,0,1
2472,b,254,4,6,7,0,0,0,1,257,4,0,0,1,1,Lakisha,f,b,0.0,1.0,0.0,b,a,895.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1,1,1,0,-0.16709231011458517,1.9182621588601458,2.832907689885415,-0.20937458641020124,0,1,0.11344325770423819,0.11344325770423819,0.10859570914518529,0.10353912480930111,0.12194024471822695,0.14009615053058533,1,1,1,1,1,1
1582,a,18b,2,3,8,1,0,0,1,263,4,0,0,0,0,Todd,m,w,0.0,1.0,1.0,b,s,309.0,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,0,0,1,0,0.031139005417212574,-0.5425166751855762,2.0311390054172125,-0.6697612659461185,0,1,0.08225907912076841,0.08225907912076841,0.05012976690177334,0.04018028966343506,0.10678023853909191,0.13333864770343262,1,1,0,0,1,1
4164,69,69,4,3,7,0,0,0,1,274,4,0,0,0,0,Sarah,f,w,0.0,1.0,0.0,b,s,271.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.06144143351449776,0.07046341573920768,0.0946536894864829,0,0,0,1,0,1
2659,b,281,2,5,19,0,1,0,0,22,1,0,1,0,0,Jill,f,w,1.0,0.0,0.0,b,a,923.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,0.0,,,0.0,,,,,0.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,0,1,1,1,0,2.2116834762669875,1.0980025475115718,4.2116834762669875,0.5823375600148811,1,1,0.08673444105403849,0.08673444105403849,0.07163473040037813,0.05485983549612691,0.09796563996294078,0.08617146401365822,1,1,1,1,1,1
4366,a,70b,4,5,26,0,0,0,0,13,1,0,0,0,0,Latonya,f,b,0.0,1.0,0.0,b,s,359.0,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1.0,,,1.0,50.5,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,0,1,0,3.5993026849895715,1.0980025475115718,3.5993026849895715,0.2307000309253195,1,1,0.08599323141389292,0.08599323141389292,0.08104082661461681,0.0638067771179643,0.08798099606493415,0.09659752738183497,1,1,1,1,1,1
716,316,12,4,4,6,0,0,0,0,285,4,1,0,1,0,Laurie,f,w,0.0,1.0,0.0,b,s,154.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.057731652971805617,0.04066042320108677,0.06751272085793264,0,0,0,1,0,0
1291,b,164,3,5,4,0,0,0,1,443,4,0,0,1,1,Sarah,f,w,0.0,1.0,0.0,b,a,663.0,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,0.0,,,0.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,1,1,0,-0.7617862567099783,1.0980025475115718,2.2382137432900215,-0.550856084399565,0,1,0.10382416087751722,0.10382416087751722,0.09639998124870913,0.09048958722830425,0.11433755950702146,0.13472411697134007,1,1,1,1,1,1
